Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,CareerProgressionRatio,YearsWithoutPromotion,AnnualSalary,SalaryHikeImpact,WorkLoadIndex,BusinessTravel_Encoded,Department_Encoded,Education_Encoded,EducationField_Encoded,EnvironmentSatisfaction_Encoded,Gender_Encoded,JobInvolvement_Encoded,JobRole_Encoded,JobSatisfaction_Encoded,MaritalStatus_Encoded,OverTime_Encoded,PerformanceRating_Encoded,RelationshipSatisfaction_Encoded,WorkLifeBalance_Encoded
29,0,Travel_Rarely,991,Sales,5,Bachelor,Medical,Low,Male,43,Medium,2,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,Excellent,Medium,1,10,3,Good,10,0,0,9,1.75,0.09090909090909091,0,50244,54431,4,2,2,0,3,1,1,2,7,2,0,1,0,2,3
33,0,Travel_Rarely,392,Sales,2,Master,Medical,Very High,Male,93,High,2,Sales Executive,Very High,Divorced,5505,3921,1,No,14,Excellent,High,2,6,5,Better,6,2,0,4,3.5,0.14285714285714285,2,66060,77070,3,2,2,4,3,3,1,0,7,3,0,0,0,0,2
32,0,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,Very High,Male,45,High,2,Research Scientist,Medium,Divorced,5470,25518,0,No,13,Excellent,High,2,10,4,Good,9,5,1,6,2.75,0.2,4,65640,71110,3,2,1,0,3,3,1,0,6,2,0,0,0,0,3
31,0,Travel_Rarely,1112,Sales,5,Master,Life Sciences,Low,Female,67,High,2,Sales Executive,Very High,Married,5476,22589,1,No,11,Excellent,Low,2,10,2,Better,10,0,0,2,2.25,0.09090909090909091,0,65712,60236,3,2,2,4,1,1,0,0,7,3,1,0,0,1,2
49,0,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,Very High,Female,74,High,1,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,Excellent,Medium,1,17,2,Good,2,2,2,2,2.25,1.0,0,31044,41392,6,2,1,0,3,3,0,0,2,1,0,1,0,2,3
38,0,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,Very High,Female,42,Medium,1,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Outstanding,Medium,0,4,3,Better,4,3,3,3,2.75,0.8,0,29280,53680,2,1,1,0,3,3,0,2,2,2,2,0,1,2,2
47,0,Travel_Rarely,1225,Sales,2,Master,Life Sciences,Medium,Female,47,Very High,4,Manager,Medium,Divorced,15972,21086,6,No,14,Excellent,High,3,29,2,Better,3,2,1,2,2.5,0.5,1,191664,223608,4,2,2,4,1,2,0,3,3,2,0,0,0,0,2
49,0,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,High,Male,36,High,4,Manager,High,Single,15379,22384,4,No,14,Excellent,Low,0,23,2,Better,8,7,0,0,2.5,0.1111111111111111,7,184548,215306,3,2,1,0,1,0,1,0,3,0,2,0,0,1,2
41,0,Travel_Rarely,1206,Sales,23,College,Life Sciences,Very High,Male,80,High,3,Sales Executive,High,Single,7082,11591,3,Yes,16,Excellent,Very High,0,21,2,Better,2,0,0,2,3.5,0.3333333333333333,0,84984,113312,6,2,2,2,1,3,1,0,7,0,2,1,0,3,2
20,0,Travel_Rarely,727,Sales,9,Below College,Life Sciences,Very High,Male,54,High,1,Sales Representative,Low,Single,2728,21082,1,No,11,Excellent,Low,0,2,3,Better,2,2,0,2,2.25,0.3333333333333333,2,32736,30008,3,2,2,1,1,3,1,0,8,1,2,0,0,1,2
33,0,Non-Travel,530,Sales,16,Bachelor,Life Sciences,High,Female,36,High,2,Sales Executive,Very High,Divorced,5368,16130,1,Yes,25,Outstanding,High,1,7,2,Better,6,5,1,2,3.25,0.2857142857142857,4,64416,134200,6,0,2,0,1,0,0,0,7,3,0,1,1,0,2
36,0,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,Low,Male,80,High,2,Healthcare Representative,High,Married,5347,7419,6,No,14,Excellent,Medium,2,10,2,Good,3,2,0,2,2.0,0.25,2,64164,74858,3,2,1,4,1,1,1,0,0,0,1,0,0,2,3
44,0,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,High,Female,44,High,1,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,Excellent,Low,3,8,2,Better,2,2,2,2,2.75,1.0,0,38340,57510,6,2,0,0,1,0,0,0,1,3,0,1,0,1,2
23,1,Travel_Rarely,1320,Research & Development,8,Below College,Medical,Very High,Male,93,Medium,1,Laboratory Technician,High,Single,3989,20586,1,Yes,11,Excellent,Low,0,5,2,Better,5,4,1,2,2.75,0.3333333333333333,3,47868,43879,4,2,1,1,3,3,1,2,2,0,2,1,0,1,2
38,0,Travel_Rarely,1495,Research & Development,4,College,Medical,Very High,Female,87,High,1,Laboratory Technician,High,Married,3306,26176,7,No,19,Excellent,Very High,1,7,5,Good,0,0,0,0,3.25,1.0,0,39672,62814,3,2,1,2,3,3,0,0,2,0,1,0,0,3,3
53,0,Travel_Rarely,1395,Research & Development,24,Master,Medical,Medium,Male,48,Very High,3,Healthcare Representative,Very High,Married,7005,3458,3,No,15,Excellent,High,0,11,2,Better,4,3,1,2,3.0,0.4,2,84060,105075,4,2,1,4,3,2,1,3,0,3,1,0,0,0,2
48,1,Travel_Frequently,708,Sales,7,College,Medical,Very High,Female,95,High,1,Sales Representative,High,Married,2655,11740,2,Yes,11,Excellent,High,2,19,3,Better,9,7,7,7,3.25,0.8,0,31860,29205,6,1,2,2,3,3,0,0,8,0,1,1,0,0,2
32,1,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,Very High,Male,95,High,1,Laboratory Technician,Medium,Single,1393,24852,1,No,12,Excellent,Low,0,1,2,Better,1,0,0,0,2.5,0.5,0,16716,16716,3,2,1,4,1,3,1,0,2,2,2,0,0,1,2
26,0,Non-Travel,786,Research & Development,7,Bachelor,Medical,Very High,Male,76,High,1,Laboratory Technician,Very High,Single,2570,11925,1,No,20,Outstanding,High,0,7,5,Better,7,7,5,7,3.5,0.75,2,30840,51400,3,0,1,0,3,3,1,0,2,3,2,0,1,0,2
55,0,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,Low,Male,94,Medium,1,Research Scientist,Medium,Divorced,3537,23737,5,No,12,Excellent,Very High,1,8,1,Better,4,2,1,2,2.5,0.4,1,42444,42444,2,2,1,0,5,1,1,2,6,2,0,0,0,3,2
34,0,Travel_Rarely,1157,Research & Development,5,College,Medical,Medium,Male,57,Medium,2,Laboratory Technician,Very High,Married,3986,11912,1,No,14,Excellent,High,1,15,3,Best,15,10,4,13,3.25,0.3125,6,47832,55804,2,2,1,2,3,2,1,2,2,3,1,0,0,0,1
60,0,Travel_Rarely,370,Research & Development,1,Master,Medical,High,Male,92,Low,3,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Outstanding,High,1,19,2,Best,1,0,0,0,3.5,0.5,0,130596,217660,1,2,1,4,3,0,1,1,0,3,0,0,1,0,1
33,0,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,Medium,Male,79,Very High,1,Laboratory Technician,Medium,Married,2028,13637,1,No,18,Excellent,Very High,3,14,6,Better,14,11,2,13,2.75,0.2,9,24336,36504,4,2,1,0,3,2,1,3,2,2,1,0,0,3,2
37,0,Travel_Frequently,1278,Sales,1,Master,Medical,High,Male,31,Low,2,Sales Executive,Very High,Divorced,9525,7677,1,No,14,Excellent,High,2,6,2,Good,6,3,1,3,3.0,0.2857142857142857,2,114300,133350,1,1,2,4,3,0,1,1,7,3,0,0,0,0,3
34,0,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,Medium,Female,35,Medium,1,Research Scientist,Very High,Married,2929,20338,1,No,12,Excellent,Medium,0,10,3,Better,10,9,8,7,2.75,0.8181818181818182,1,35148,35148,2,2,1,0,1,2,0,2,6,3,1,0,0,2,2
23,1,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,High,Male,99,High,1,Sales Representative,Very High,Divorced,2275,25103,1,Yes,21,Outstanding,Medium,1,3,2,Better,3,2,0,2,3.0,0.25,2,27300,47775,6,2,2,0,1,0,1,0,8,3,0,1,1,2,2
44,0,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,High,Female,96,Very High,3,Healthcare Representative,Very High,Married,7879,14810,1,Yes,19,Excellent,Medium,1,9,2,Better,8,7,6,7,3.0,0.7777777777777778,1,94548,149701,8,2,1,0,1,0,0,3,0,3,1,1,0,2,2
35,0,Travel_Frequently,146,Research & Development,2,Master,Medical,Low,Male,79,Medium,1,Research Scientist,Very High,Single,4930,13970,0,Yes,14,Excellent,High,0,6,2,Best,5,4,1,4,3.0,0.3333333333333333,3,59160,69020,4,1,1,4,3,1,1,2,6,3,2,1,0,0,1
43,0,Travel_Rarely,1179,Sales,2,Bachelor,Medical,Very High,Male,73,High,2,Sales Executive,Very High,Married,7847,6069,1,Yes,17,Excellent,Low,1,10,3,Better,10,9,8,8,3.0,0.8181818181818182,1,94164,133399,6,2,2,0,3,3,1,0,7,3,1,1,0,1,2
24,0,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,High,Male,62,Very High,1,Research Scientist,High,Married,4401,17616,1,No,16,Excellent,Very High,1,5,1,Better,5,3,0,4,3.25,0.16666666666666666,3,52812,70416,4,2,1,0,3,0,1,3,6,0,1,0,0,3,2
41,0,Travel_Rarely,918,Sales,6,Bachelor,Marketing,Very High,Male,35,High,3,Sales Executive,High,Single,9241,15869,1,No,12,Excellent,Medium,0,10,3,Better,10,8,8,7,3.0,0.8181818181818182,0,110892,110892,3,2,2,0,2,3,1,0,7,0,2,0,0,2,2
29,0,Travel_Rarely,1082,Research & Development,9,Master,Medical,Very High,Female,43,High,1,Laboratory Technician,High,Married,2974,25412,9,No,17,Excellent,High,1,9,2,Better,5,3,1,2,3.25,0.3333333333333333,2,35688,50558,3,2,1,4,3,3,0,0,2,0,1,0,0,0,2
36,0,Travel_Rarely,530,Sales,2,Master,Life Sciences,High,Female,51,High,2,Sales Representative,Very High,Single,4502,7439,3,No,15,Excellent,High,0,17,2,Good,13,7,6,7,3.0,0.5,1,54024,67530,3,2,2,4,1,0,0,0,8,3,2,0,0,0,3
45,0,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,High,Male,74,Medium,3,Healthcare Representative,High,Married,10748,3395,3,No,23,Outstanding,Very High,1,25,3,Good,23,15,14,4,3.0,0.625,1,128976,247204,2,0,1,1,1,0,1,2,0,0,1,0,1,3,3
24,1,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,Very High,Male,58,Low,1,Human Resources,High,Married,1555,11585,1,No,11,Excellent,High,1,1,2,Better,1,0,0,0,3.25,0.5,0,18660,17105,1,2,0,1,0,3,1,1,1,0,1,0,0,0,2
47,1,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,High,Male,82,Low,4,Sales Executive,High,Married,12936,24164,7,No,11,Excellent,High,0,25,3,Bad,23,5,14,10,2.5,0.625,-9,155232,142296,1,1,2,0,1,0,1,1,7,0,1,0,0,0,0
26,0,Travel_Rarely,390,Research & Development,17,Master,Medical,Very High,Male,62,Low,1,Laboratory Technician,High,Married,2305,6217,1,No,15,Excellent,High,3,3,3,Best,3,2,0,2,3.5,0.25,2,27660,34575,1,2,1,4,3,3,1,1,2,0,1,0,0,0,1
45,0,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,Very High,Female,48,Medium,4,Research Director,Medium,Single,16704,17119,1,No,11,Excellent,High,0,21,2,Better,21,6,8,6,3.0,0.4090909090909091,-2,200448,183744,2,2,1,2,5,3,0,2,5,2,2,0,0,0,2
32,0,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,Low,Male,56,High,1,Research Scientist,High,Married,3433,17360,6,No,13,Excellent,Low,1,10,3,Good,5,2,1,3,1.75,0.3333333333333333,1,41196,44629,3,1,1,0,1,1,1,0,6,0,1,0,0,1,3
31,0,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,Medium,Male,69,High,1,Laboratory Technician,High,Married,3477,18103,1,No,14,Excellent,Very High,1,6,2,Best,5,2,0,3,3.25,0.16666666666666666,2,41724,48678,3,2,1,4,1,2,1,0,2,0,1,0,0,3,1
41,0,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,High,Male,60,Low,2,Human Resources,Medium,Married,6430,20794,6,No,19,Excellent,Medium,1,10,4,Better,3,2,1,2,2.5,0.5,1,77160,122170,1,0,0,0,0,0,1,1,1,2,1,0,0,2,2
40,0,Travel_Rarely,369,Research & Development,8,College,Life Sciences,Medium,Female,92,High,2,Manufacturing Director,Low,Married,6516,5041,2,Yes,16,Excellent,Medium,1,18,3,Better,1,0,0,0,2.0,0.5,0,78192,104256,6,2,1,2,1,2,0,0,4,1,1,1,0,2,2
24,0,Travel_Rarely,506,Research & Development,29,Below College,Medical,Medium,Male,91,High,1,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,Excellent,Medium,3,6,2,Best,6,2,1,2,2.25,0.2857142857142857,1,46884,50791,3,2,1,1,3,2,1,0,2,1,0,0,0,2,1
46,0,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,High,Male,34,High,2,Healthcare Representative,Medium,Single,5562,9697,6,No,14,Excellent,Very High,0,19,3,Better,10,7,0,9,3.0,0.09090909090909091,7,66744,77868,3,2,1,4,1,0,1,0,0,2,2,0,0,3,2
35,0,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,Very High,Male,49,High,2,Manufacturing Director,High,Married,6883,5151,2,No,16,Excellent,Medium,1,17,3,Better,7,7,0,7,3.0,0.125,7,82596,110128,3,2,1,4,1,3,1,0,4,0,1,0,0,2,2
30,0,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,Medium,Male,33,High,1,Research Scientist,Very High,Married,2862,3811,1,No,12,Excellent,Medium,1,10,2,Good,10,0,0,8,2.5,0.09090909090909091,0,34344,34344,3,2,1,1,1,2,1,0,6,3,1,0,0,2,3
47,0,Non-Travel,543,Sales,2,Master,Marketing,High,Male,87,High,2,Sales Executive,Medium,Married,4978,3536,7,No,11,Excellent,Very High,1,4,3,Bad,1,0,0,0,2.5,0.5,0,59736,54758,3,0,2,4,2,0,1,0,7,2,1,0,0,3,0
46,0,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,High,Male,74,High,3,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,Excellent,Medium,1,13,5,Good,10,6,0,3,2.75,0.09090909090909091,6,124416,124416,6,2,2,0,1,0,1,0,7,3,0,1,0,2,3
36,1,Travel_Rarely,1456,Sales,13,Doctor,Marketing,Medium,Male,96,Medium,2,Sales Executive,Low,Divorced,6134,8658,5,Yes,13,Excellent,Medium,3,16,3,Better,2,2,2,2,2.0,1.0,0,73608,79742,4,2,2,3,2,2,1,2,7,1,0,1,0,2,2
32,1,Travel_Rarely,964,Sales,1,College,Life Sciences,Low,Male,34,Low,2,Sales Executive,Medium,Single,6735,12147,6,No,15,Excellent,Medium,0,10,2,Better,0,0,0,0,2.0,1.0,0,80820,101025,1,2,2,2,1,1,1,1,7,2,2,0,0,2,2
23,0,Travel_Rarely,160,Research & Development,4,Below College,Medical,High,Female,51,High,1,Laboratory Technician,Medium,Single,3295,12862,1,No,13,Excellent,High,0,3,3,Bad,3,2,1,2,2.25,0.5,1,39540,42835,3,2,1,1,3,0,0,0,2,2,2,0,0,0,0
31,0,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,Very High,Female,30,High,2,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Outstanding,Very High,0,9,3,Good,5,4,1,4,3.5,0.3333333333333333,3,62856,104760,3,1,1,1,5,3,0,0,4,3,2,0,1,3,3
39,0,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,Very High,Male,77,High,2,Laboratory Technician,Very High,Married,6472,8989,1,Yes,15,Excellent,Very High,1,9,2,Better,9,8,5,8,3.75,0.6,3,77664,97080,6,0,1,0,1,3,1,0,2,3,1,1,0,3,2
32,0,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,Very High,Male,80,Low,3,Sales Executive,High,Married,9610,3840,3,No,13,Excellent,High,1,10,2,Bad,4,3,0,2,2.75,0.2,3,115320,124930,1,2,2,0,1,3,1,1,7,0,1,0,0,0,0
40,0,Travel_Rarely,611,Sales,7,Master,Medical,Medium,Male,88,High,5,Manager,Medium,Single,19833,4349,1,No,14,Excellent,Medium,0,21,3,Good,21,8,12,8,2.0,0.5909090909090909,-4,237996,277662,3,2,2,4,3,2,1,0,3,2,2,0,0,2,3
45,0,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,High,Female,56,Low,3,Human Resources,High,Married,9756,6595,4,No,21,Outstanding,High,2,9,2,Best,5,0,0,3,3.25,0.16666666666666666,0,117072,204876,1,2,0,0,1,0,0,1,1,0,1,0,1,0,1
30,0,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,Very High,Female,78,Medium,1,Research Scientist,Low,Single,4968,26427,0,No,16,Excellent,Very High,0,10,2,Better,9,7,0,7,3.0,0.1,7,59616,79488,2,1,1,4,5,3,0,2,6,1,2,0,0,3,2
24,0,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,Low,Male,59,High,1,Human Resources,Very High,Married,2145,2097,0,No,14,Excellent,Very High,1,3,2,Better,2,2,2,1,3.0,1.0,0,25740,30030,3,1,0,0,3,1,1,0,1,3,1,0,0,3,2
30,1,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,High,Female,66,Medium,1,Human Resources,Very High,Divorced,2180,9732,6,No,11,Excellent,High,1,6,0,Good,4,2,1,2,3.0,0.4,1,26160,23980,2,1,0,0,0,0,0,2,1,3,0,0,0,0,3
31,0,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,Low,Male,51,High,2,Sales Executive,High,Married,8346,20943,1,No,19,Excellent,High,1,6,3,Better,5,2,0,2,2.5,0.16666666666666666,2,100152,158574,3,2,2,0,5,1,1,0,7,0,1,0,0,0,2
27,0,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,High,Female,67,High,1,Research Scientist,Very High,Single,3445,6152,1,No,11,Excellent,High,0,6,5,Good,6,2,1,4,3.0,0.2857142857142857,1,41340,37895,3,2,1,0,3,0,0,0,6,3,2,0,0,0,3
29,1,Travel_Rarely,428,Sales,9,Bachelor,Marketing,Medium,Female,52,Low,1,Sales Representative,Medium,Single,2760,14630,1,No,13,Excellent,High,0,2,3,Better,2,2,2,2,2.5,1.0,0,33120,35880,1,2,2,0,2,2,0,1,8,2,2,0,0,0,2
29,0,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,Very High,Male,70,Very High,2,Healthcare Representative,High,Single,6294,23060,8,Yes,12,Excellent,Very High,0,10,5,Best,3,2,0,2,3.75,0.25,2,75528,75528,8,1,1,0,1,3,1,3,0,0,2,1,0,3,1
30,0,Travel_Rarely,979,Sales,15,College,Marketing,High,Male,94,Medium,3,Sales Executive,Low,Divorced,7140,3088,2,No,11,Excellent,Low,1,12,2,Better,7,7,1,7,2.0,0.25,6,85680,78540,2,2,2,2,2,0,1,2,7,1,0,0,0,1,2
34,0,Travel_Rarely,181,Research & Development,2,Master,Medical,Very High,Male,97,Very High,1,Research Scientist,Very High,Married,2932,5586,0,Yes,14,Excellent,Low,3,6,3,Better,5,0,1,2,3.0,0.3333333333333333,-1,35184,41048,8,2,1,4,3,3,1,3,6,3,1,1,0,1,2
33,0,Non-Travel,1283,Sales,2,Bachelor,Marketing,Very High,Female,62,High,2,Sales Executive,Medium,Single,5147,10697,8,No,15,Excellent,Very High,0,13,2,Good,11,7,1,7,3.0,0.16666666666666666,6,61764,77205,3,0,2,0,2,3,0,0,7,2,2,0,0,3,3
49,0,Travel_Rarely,1313,Sales,11,Master,Marketing,Very High,Female,80,High,2,Sales Executive,Very High,Single,4507,8191,3,No,12,Excellent,High,0,8,1,Best,5,1,0,4,3.75,0.16666666666666666,1,54084,54084,3,2,2,4,2,3,0,0,7,3,2,0,0,0,1
33,1,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,Low,Female,74,High,3,Sales Executive,Low,Single,8564,10092,2,Yes,20,Outstanding,High,0,11,2,Good,0,0,0,0,1.75,1.0,0,102768,171280,6,2,2,0,1,1,0,0,7,1,2,1,1,0,3
38,0,Travel_Frequently,594,Research & Development,2,College,Medical,High,Female,75,Medium,1,Laboratory Technician,Medium,Married,2468,15963,4,No,14,Excellent,Medium,1,9,4,Good,6,1,0,5,2.25,0.14285714285714285,1,29616,34552,2,1,1,2,3,0,0,2,2,2,1,0,0,2,3
31,1,Travel_Rarely,1079,Sales,16,Master,Marketing,Low,Male,70,High,3,Sales Executive,High,Married,8161,19002,2,No,13,Excellent,Low,3,10,2,Better,1,0,0,0,2.0,0.5,0,97932,106093,3,2,2,4,2,1,1,0,7,0,1,0,0,1,2
29,0,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,Very High,Female,91,Medium,1,Research Scientist,Low,Divorced,2109,10007,1,No,13,Excellent,High,1,1,2,Better,1,0,0,0,2.75,0.5,0,25308,27417,2,2,1,0,5,3,0,2,6,1,0,0,0,0,2
30,0,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,High,Male,58,Very High,2,Healthcare Representative,High,Married,5294,9128,3,No,16,Excellent,High,1,10,3,Better,7,0,1,7,3.0,0.25,-1,63528,84704,4,2,1,0,1,0,1,3,0,0,1,0,0,0,2
32,0,Non-Travel,953,Research & Development,5,Master,Technical Degree,Medium,Male,65,High,1,Research Scientist,Medium,Single,2718,17674,2,No,14,Excellent,Medium,0,12,3,Better,7,7,0,7,2.25,0.125,7,32616,38052,3,0,1,4,5,2,1,0,6,2,2,0,0,2,2
38,0,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,Medium,Male,60,Low,2,Healthcare Representative,Very High,Married,5811,24539,3,Yes,16,Excellent,High,1,15,2,Better,1,0,1,0,3.0,1.0,-1,69732,92976,2,2,1,0,3,2,1,1,0,3,1,1,0,0,2
43,1,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,High,Male,38,Medium,1,Research Scientist,High,Married,2437,15587,9,Yes,16,Excellent,Very High,1,6,4,Better,1,0,0,0,3.25,0.5,0,29244,38992,4,1,1,0,5,0,1,2,6,0,1,1,0,3,2
42,0,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,Medium,Male,57,High,1,Laboratory Technician,Medium,Divorced,2766,8952,8,No,22,Outstanding,Medium,3,7,6,Good,5,3,0,4,2.0,0.16666666666666666,3,33192,60852,3,2,1,0,3,2,1,0,2,2,0,0,1,2,3
55,0,Travel_Rarely,478,Research & Development,2,Bachelor,Medical,High,Male,60,Medium,5,Research Director,Low,Married,19038,19805,8,No,12,Excellent,Medium,3,34,2,Better,1,0,0,0,2.25,0.5,0,228456,228456,2,2,1,0,3,0,1,2,5,1,1,0,0,2,2
33,0,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,Very High,Male,90,High,2,Research Scientist,Medium,Divorced,3055,6194,5,No,15,Excellent,Very High,2,11,2,Good,9,8,1,7,3.0,0.2,7,36660,45825,3,0,1,0,5,3,1,0,6,2,0,0,0,3,3
41,0,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,High,Male,94,High,1,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Outstanding,Medium,2,5,2,Better,5,3,0,4,2.25,0.16666666666666666,3,27468,45780,3,2,1,4,1,0,1,0,2,1,0,0,1,2,2
34,0,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,Very High,Male,87,High,2,Sales Executive,High,Divorced,4001,12313,1,Yes,14,Excellent,High,1,15,3,Better,15,14,0,7,3.25,0.0625,14,48012,56014,6,0,2,0,1,3,1,0,7,0,0,1,0,0,2
53,0,Non-Travel,661,Research & Development,1,Master,Medical,Low,Female,60,Medium,4,Manufacturing Director,High,Married,12965,22308,4,Yes,20,Outstanding,Very High,3,27,2,Good,3,2,0,2,2.5,0.25,2,155580,259300,4,0,1,4,3,1,0,2,4,0,1,1,1,3,3
43,0,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,Medium,Male,97,High,1,Human Resources,Very High,Single,3539,5033,0,No,13,Excellent,Medium,0,10,5,Better,9,7,1,8,2.75,0.2,6,42468,46007,3,2,0,0,1,2,1,0,1,3,2,0,0,2,2
34,0,Travel_Rarely,511,Sales,3,College,Life Sciences,Very High,Female,32,Low,2,Sales Executive,Very High,Single,6029,25353,5,No,12,Excellent,Low,0,6,3,Better,2,2,2,2,3.0,1.0,0,72348,72348,1,2,2,2,1,3,0,1,7,3,2,0,0,1,2
21,1,Travel_Rarely,337,Sales,7,Below College,Marketing,Medium,Male,31,High,1,Sales Representative,Medium,Single,2679,4567,1,No,13,Excellent,Medium,0,1,3,Better,1,0,1,0,2.25,1.0,-1,32148,34827,3,2,2,1,2,2,1,0,8,2,2,0,0,2,2
38,0,Travel_Rarely,1153,Research & Development,6,College,Other,Very High,Female,40,Medium,1,Laboratory Technician,High,Married,3702,16376,1,No,11,Excellent,Medium,1,5,3,Better,5,4,0,4,3.0,0.16666666666666666,4,44424,40722,2,2,1,2,4,3,0,2,2,0,1,0,0,2,2
22,1,Travel_Rarely,1294,Research & Development,8,Below College,Medical,High,Female,79,High,1,Laboratory Technician,Low,Married,2398,15999,1,Yes,17,Excellent,High,0,1,6,Better,1,0,0,0,2.5,0.5,0,28776,40766,6,2,1,1,3,0,0,0,2,1,1,1,0,0,2
31,0,Travel_Rarely,196,Sales,29,Master,Marketing,Low,Female,91,Medium,2,Sales Executive,Very High,Married,5468,13402,1,No,14,Excellent,Low,2,13,3,Better,12,7,5,7,2.25,0.46153846153846156,2,65616,76552,2,2,2,4,2,1,0,2,7,3,1,0,0,1,2
51,0,Travel_Rarely,942,Research & Development,3,Bachelor,Technical Degree,Low,Female,53,High,3,Manager,High,Married,13116,22984,2,No,11,Excellent,Very High,0,15,2,Better,2,2,2,2,2.75,1.0,0,157392,144276,3,2,1,0,5,1,0,0,3,0,1,0,0,3,2
37,0,Travel_Rarely,589,Sales,9,College,Marketing,Medium,Male,46,Medium,2,Sales Executive,Medium,Married,4189,8800,1,No,14,Excellent,Low,2,5,2,Better,5,2,0,3,2.0,0.16666666666666666,2,50268,58646,2,2,2,2,2,2,1,2,7,2,1,0,0,1,2
46,0,Travel_Rarely,734,Research & Development,2,Master,Medical,High,Male,46,High,5,Research Director,Very High,Divorced,19328,14218,7,Yes,17,Excellent,High,1,24,3,Better,2,1,2,2,3.25,1.0,-1,231936,328576,6,2,1,4,3,0,1,0,5,3,0,1,0,0,2
36,0,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,Very High,Male,90,High,3,Healthcare Representative,Low,Married,8321,25949,7,Yes,13,Excellent,Very High,1,15,1,Better,12,8,5,7,3.0,0.46153846153846156,3,99852,108173,6,2,1,0,1,3,1,0,0,1,1,1,0,3,2
44,1,Travel_Frequently,429,Research & Development,1,College,Medical,High,Male,99,High,1,Research Scientist,Medium,Divorced,2342,11092,1,Yes,12,Excellent,High,3,6,2,Good,5,3,2,3,2.5,0.5,1,28104,28104,6,1,1,2,3,0,1,0,6,2,0,1,0,0,3
